data_busca,data_publicacao,titulo,resumo,fonte,url,imagem_url
2026-09-01T00:21:42.076Z,2026-09-01T00:21:42.074Z,Fortaleza Feminino goleia e assume a ponta do Brasileirão A1,As Leoas venceram o clássico com autoridade por 4 a 1 e continuam invictas na competição nacional de futebol feminino.,Ceará Esportes,https://www.gazetaesportiva.com?id=curado-feminino-0-2026-09-01,https://images.unsplash.com/photo-1543351611-58f69d7c1781?q=80&w=600&auto=format&fit=crop
2026-09-01T00:21:42.076Z,2026-08-31T21:21:42.074Z,Sport Feminino atrai público recorde na Arena de Pernambuco,Mais de 15 mil torcedores empurraram as Leoas na vitória histórica contra o Bahia. Um novo marco para o esporte feminino no Nordeste.,Pernambuco Press,https://www.gazetaesportiva.com?id=curado-feminino-1-2026-08-31,https://images.unsplash.com/photo-1560272564-c83b66b1ad12?q=80&w=600&auto=format&fit=crop
2026-09-01T00:21:42.076Z,2026-08-31T18:21:42.074Z,Bahia Feminino contrata dupla de ataque campeã sul-americana,O Tricolor de Aço se reforça visando a disputa do mata-mata do Brasileiro Feminino A2. Apresentação das novas atletas ocorre nesta segunda.,Salvador News,https://www.gazetaesportiva.com?id=curado-feminino-2-2026-08-31,https://images.unsplash.com/photo-1551958219-acbc608c6d77?q=80&w=600&auto=format&fit=crop
2026-09-01T05:26:32.200Z,2026-09-01T05:26:32.198Z,Fortaleza Feminino goleia e assume a ponta do Brasileirão A1,As Leoas venceram o clássico com autoridade por 4 a 1 e continuam invictas na competição nacional de futebol feminino.,Ceará Esportes,https://www.gazetaesportiva.com?id=curado-feminino-0-2026-09-01,https://images.unsplash.com/photo-1543351611-58f69d7c1781?q=80&w=600&auto=format&fit=crop
2026-09-01T05:26:32.200Z,2026-09-01T02:55:33.000Z,Bia Zaneratto lamenta pênalti perdido em empate do Palmeiras com o Bahia,"Palmeiras e Bahia empataram por 1 a 1 no jogo de ida das quartas de final do Brasileirão Feminino, disputado na Arena Fonte Nova, em Salvador. Após a partida, a atacante e capitã B...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bia-zaneratto-lamenta-penalti-palmeiras-bahia-brasileirao-feminino/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
2026-09-01T05:26:32.200Z,2026-09-01T02:30:10.000Z,"Bia erra pênalti, e Palmeiras empata com o Bahia pelo Brasileiro feminino","Bahia e Palmeiras empataram em 1 a 1 nesta segunda-feira (31), na Arena Fonte Nova, em Salvador, pelo jogo de ida das quartas de final do Brasileirão Feminino. O Palmeiras abriu o ...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bahia-palmeiras-empate-quartas-brasileirao-feminino-2026/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
2026-09-01T05:26:32.200Z,2026-09-01T02:26:32.198Z,Sport Feminino atrai público recorde na Arena de Pernambuco,Mais de 15 mil torcedores empurraram as Leoas na vitória histórica contra o Bahia. Um novo marco para o esporte feminino no Nordeste.,Pernambuco Press,https://www.gazetaesportiva.com?id=curado-feminino-1-2026-09-01,https://images.unsplash.com/photo-1560272564-c83b66b1ad12?q=80&w=600&auto=format&fit=crop
2026-09-01T10:20:18.667Z,2026-09-01T10:20:18.666Z,Fortaleza Feminino goleia e assume a ponta do Brasileirão A1,As Leoas venceram o clássico com autoridade por 4 a 1 e continuam invictas na competição nacional de futebol feminino.,Ceará Esportes,https://www.gazetaesportiva.com?id=curado-feminino-0-2026-09-01,https://images.unsplash.com/photo-1543351611-58f69d7c1781?q=80&w=600&auto=format&fit=crop
2026-09-01T10:20:18.667Z,2026-09-01T07:20:18.666Z,Sport Feminino atrai público recorde na Arena de Pernambuco,Mais de 15 mil torcedores empurraram as Leoas na vitória histórica contra o Bahia. Um novo marco para o esporte feminino no Nordeste.,Pernambuco Press,https://www.gazetaesportiva.com?id=curado-feminino-1-2026-09-01,https://images.unsplash.com/photo-1560272564-c83b66b1ad12?q=80&w=600&auto=format&fit=crop
2026-09-01T10:20:18.667Z,2026-09-01T02:55:33.000Z,Bia Zaneratto lamenta pênalti perdido em empate do Palmeiras com o Bahia,"Palmeiras e Bahia empataram por 1 a 1 no jogo de ida das quartas de final do Brasileirão Feminino, disputado na Arena Fonte Nova, em Salvador. Após a partida, a atacante e capitã B...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bia-zaneratto-lamenta-penalti-palmeiras-bahia-brasileirao-feminino/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
2026-09-01T10:20:18.667Z,2026-09-01T02:30:10.000Z,"Bia erra pênalti, e Palmeiras empata com o Bahia pelo Brasileiro feminino","Bahia e Palmeiras empataram em 1 a 1 nesta segunda-feira (31), na Arena Fonte Nova, em Salvador, pelo jogo de ida das quartas de final do Brasileirão Feminino. O Palmeiras abriu o ...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bahia-palmeiras-empate-quartas-brasileirao-feminino-2026/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
2026-09-01T15:03:12.069Z,2026-09-01T15:03:12.068Z,Fortaleza Feminino goleia e assume a ponta do Brasileirão A1,As Leoas venceram o clássico com autoridade por 4 a 1 e continuam invictas na competição nacional de futebol feminino.,Ceará Esportes,https://www.gazetaesportiva.com?id=curado-feminino-0-2026-09-01,https://images.unsplash.com/photo-1543351611-58f69d7c1781?q=80&w=600&auto=format&fit=crop
2026-09-01T15:03:12.069Z,2026-09-01T12:03:12.068Z,Sport Feminino atrai público recorde na Arena de Pernambuco,Mais de 15 mil torcedores empurraram as Leoas na vitória histórica contra o Bahia. Um novo marco para o esporte feminino no Nordeste.,Pernambuco Press,https://www.gazetaesportiva.com?id=curado-feminino-1-2026-09-01,https://images.unsplash.com/photo-1560272564-c83b66b1ad12?q=80&w=600&auto=format&fit=crop
2026-09-01T15:03:12.069Z,2026-09-01T02:55:33.000Z,Bia Zaneratto lamenta pênalti perdido em empate do Palmeiras com o Bahia,"Palmeiras e Bahia empataram por 1 a 1 no jogo de ida das quartas de final do Brasileirão Feminino, disputado na Arena Fonte Nova, em Salvador. Após a partida, a atacante e capitã B...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bia-zaneratto-lamenta-penalti-palmeiras-bahia-brasileirao-feminino/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
2026-09-01T15:03:12.069Z,2026-09-01T02:30:10.000Z,"Bia erra pênalti, e Palmeiras empata com o Bahia pelo Brasileiro feminino","Bahia e Palmeiras empataram em 1 a 1 nesta segunda-feira (31), na Arena Fonte Nova, em Salvador, pelo jogo de ida das quartas de final do Brasileirão Feminino. O Palmeiras abriu o ...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/palmeiras/bahia-palmeiras-empate-quartas-brasileirao-feminino-2026/,https://static.gazetaesportiva.com/uploads/2026/08/55501289273_6e1e7af098_o.webp
