data_busca,data_publicacao,titulo,resumo,fonte,url,imagem_url
2026-07-01T01:38:56.579Z,2026-07-01T01:28:41.000Z,Brusque perde do Botafogo-PB com gol de Nenê e desperdiça chance de liderar a Série C,"O Brusque desperdiçou a chance de assumir a liderança da Série C do Brasileirão na noite desta terça-feira. A equipe foi derrotada pelo Botafogo-PB por 2 a 0 no Almeidão, com um go...",Gazeta Esportiva,https://www.gazetaesportiva.com/campeonatos/brasileiro-serie-c/brusque-perde-do-botafogo-pb-com-gol-de-nene-e-desperdica-chance-de-liderar-a-serie-c/,https://static.gazetaesportiva.com/uploads/2026/06/IMG_5631.webp
2026-07-01T01:38:56.579Z,2026-07-01T00:57:18.000Z,CRB vence Botafogo-SP e se distancia do Z4 da Série B,"O CRB venceu o Botafogo-SP por 1 a 0 nesta terça-feira (30), na Arena NicNet, em Ribeirão Preto, pela 15ª rodada da Série B do Brasileirão. O gol da partida foi marcado por Dadá Be...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/crb/crb-vence-botafogo-sp-e-se-distancia-do-z4-da-serie-b/,https://static.gazetaesportiva.com/uploads/2026/06/55367725875_ca33513707_o.webp
2026-07-01T01:38:56.579Z,2026-06-30T22:40:13.000Z,Veja galeria de fotos do treino do São Paulo nesta terça-feira,O post Veja galeria de fotos do treino do São Paulo nesta terça-feira apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/sao-paulo/veja-galeria-de-fotos-do-treino-do-sao-paulo-nesta-terca-feira-3/,https://static.gazetaesportiva.com/uploads/2026/06/55366178097_dbb39f0a04_o.webp
2026-07-01T01:38:56.579Z,2026-06-30T21:53:13.000Z,"Sport anuncia o retorno do técnico Gilmar Dal Pozzo, ex-Chapecoense","Nesta terça-feira, o Sport anunciou Gilmar Dal Pozzo como novo técnico do clube. Demitido da Chapecoense em abril deste ano, ele assina com a equipe de Recife até novembro desta te...",Gazeta Esportiva,https://www.gazetaesportiva.com/times/sport/sport-anuncia-o-retorno-do-tecnico-gilmar-dal-pozzo-ex-chapecoense/,https://static.gazetaesportiva.com/uploads/2026/06/IMG_5630.webp
2026-07-01T01:38:56.579Z,2026-06-30T21:46:37.000Z,França x Suécia: veja fotos do jogo da segunda fase da Copa do Mundo,O post França x Suécia: veja fotos do jogo da segunda fase da Copa do Mundo apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/franca/franca-x-suecia-veja-fotos-do-jogo-da-segunda-fase-da-copa-do-mundo/,https://static.gazetaesportiva.com/uploads/2026/06/AFP__20260630__B8UV8G2__v1__MidRes__FblWc2026Match77FraSwe.webp
2026-07-01T01:38:56.579Z,2026-06-30T21:30:47.000Z,Veja fotos do nvo uniforme do Barcelona para a temporada 2026/27,O post Veja fotos do nvo uniforme do Barcelona para a temporada 2026/27 apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/barcelona/veja-fotos-do-nvo-uniforme-do-barcelona-para-a-temporada-2026-27/,https://static.gazetaesportiva.com/uploads/2026/06/2606_1st_Kit_26-27_App_Gallery_16_9_01_MASC_C.webp
2026-07-01T01:38:56.579Z,2026-06-30T20:16:59.000Z,Veja fotos do treino em dois períodos do Santos desta terça,O post Veja fotos do treino em dois períodos do Santos desta terça apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/santos/veja-fotos-do-treino-em-dois-periodos-do-santos-desta-terca/,https://static.gazetaesportiva.com/uploads/2026/06/55367118539_eabb52d323_c.webp
2026-07-01T01:38:56.579Z,2026-06-30T19:26:16.000Z,Brasil x Noruega: data e horário do jogo pelas oitavas de final da Copa do Mundo,"O Brasil enfrentará a Noruega nas oitavas de final da Copa do Mundo após a vitória dos europeus sobre a Costa do Marfim. A Seleção chega embalada após bater o Japão, mas terá o des...",Gazeta Esportiva,https://www.gazetaesportiva.com/campeonatos/copa-do-mundo/brasil-x-noruega-data-e-horario-do-jogo-pelas-oitavas-de-final-da-copa-do-mundo/,https://static.gazetaesportiva.com/uploads/2026/06/AFP__20260629__B8PL9YH__v3__HighRes__TopshotFblWc2026Match76BraJpn.webp
2026-07-01T01:38:56.579Z,2026-06-30T18:53:17.000Z,Veja galeria de fotos do treino da Seleção Brasileira nesta terça-feira,O post Veja galeria de fotos do treino da Seleção Brasileira nesta terça-feira apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/brasil/veja-galeria-de-fotos-do-treino-da-selecao-brasileira-nesta-terca-feira/,https://static.gazetaesportiva.com/uploads/2026/06/30JUN2026TREINOREDBULL2-CRISTIANO-NUNES-CARLO-ANCELOTTI.webp
2026-07-01T01:38:56.579Z,2026-06-30T18:47:49.000Z,Confira as fotos do treino do Corinthians desta terça-feira,O post Confira as fotos do treino do Corinthians desta terça-feira apareceu primeiro em Gazeta Esportiva.,Gazeta Esportiva,https://www.gazetaesportiva.com/times/corinthians/confira-as-fotos-do-treino-do-corinthians-desta-terca-feira-6/,https://static.gazetaesportiva.com/uploads/2026/06/245726.webp
